event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Paackland Fishermen's Rights Enforcement Network,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Marine Sentinels Initiative,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,SeaWatch Conservation Society,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,SeaWatch Conservation Society,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Coral Reef Protection Coalition,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Coral Reef Protection Coalition,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Coral Reef Protection Coalition,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Wrasse Beds,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,SumacAmerica Transport GmbH & Co. KG,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Marine Sentinels Initiative,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Marine Sentinels Initiative,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Wrasse Beds,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Don Limpet Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Don Limpet Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Nemo Reef,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Nemo Reef,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Nemo Reef,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Ghoti Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Ghoti Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Ghoti Preserve,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Paackland Fishermen's Rights Enforcement Network,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Paackland Fishermen's Rights Enforcement Network,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,Paackland Fishermen's Rights Enforcement Network,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Oceanus Guardians Alliance,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Oceanus Guardians Alliance,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,Coral Reef Protection Coalition,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Criticize,Coral Reef Protection Coalition,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Criticize,SeaWatch Conservation Society,Tainamarine Fishing Co,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Criticize,SeaWatch Conservation Society,Tainamarine Fishing Co,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Tuna Shelf,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,V. Miesel Shipping__0__0__The News Buoy.txt,00,V. Miesel Shipping_The News Buoy
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
Fishing,Cod Table,V. Miesel Shipping,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily
