event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
CertificateIssued,NortheastSeafood Carriers,City Of Lomark,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-05T22:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Ghoti Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Don Limpet Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Don Limpet Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Ghoti Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Criticize,Paackland Fishermen's Rights Enforcement Network,NortheastSeafood Carriers,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Cod Table,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Ghoti Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Fishing,Ghoti Preserve,NortheastSeafood Carriers,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Kristin Baker,2035-06-05T23:00:00
Communication,Serrano-Cruz,"Jones, Davis and Grant",,False,True,"Jones, Davis and Grant__0__0__The News Buoy.txt",00,"Jones, Davis and Grant_The News Buoy",1.0,BassLine,Kristin Baker,2035-06-06T00:00:00
Transaction,"Smith, Smith and Barber","Walker, Erickson and Blake",,False,True,"Walker, Erickson and Blake__0__0__Haacklee Herald.txt",00,"Walker, Erickson and Blake_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-06-06T18:00:00
Communication,Franco-Stuart,"Walker, Erickson and Blake",,False,True,"Walker, Erickson and Blake__0__0__Haacklee Herald.txt",00,"Walker, Erickson and Blake_Haacklee Herald",1.0,BassLine,Melinda Manning,2035-06-06T18:00:00
Communication,"Smith, Smith and Barber","Walker, Erickson and Blake",,False,True,"Walker, Erickson and Blake__0__0__The News Buoy.txt",00,"Walker, Erickson and Blake_The News Buoy",1.0,BassLine,Melinda Manning,2035-06-06T18:00:00
Transaction,Solis-Lopez,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald,1.0,BassLine,Clepper Jessen,2035-06-07T00:00:00
Transaction,Conrad Ltd,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald,1.0,BassLine,Clepper Jessen,2035-06-07T00:00:00
Transaction,Horn and Sons,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald,1.0,BassLine,Clepper Jessen,2035-06-07T00:00:00
Invest,Sustainable_nets,Namorna Transit Ltd,"Yet, beyond mere transactions, Namorna Transit Ltd has demonstrated a proactive approach to investment, as evidenced by its recent ventures into efficiency and sustainable nets.",True,True,Namorna Transit Ltd__0__0__The News Buoy.txt,00,Namorna Transit Ltd_The News Buoy,0.5,BassLine,Junior Shurdlu,2035-06-07T04:00:00
Transaction,Mcgee and Sons,Namorna Transit Ltd,,False,True,Namorna Transit Ltd__0__0__The News Buoy.txt,00,Namorna Transit Ltd_The News Buoy,0.5,BassLine,Junior Shurdlu,2035-06-07T04:00:00
Transaction,Franco-Stuart,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,BassLine,Junior Shurdlu,2035-06-07T05:00:00
Transaction,Evans Ltd,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,BassLine,Junior Shurdlu,2035-06-07T05:00:00
Communication.Conference,Franco-Stuart,"Bell, Reynolds and Forbes",Held conferences with Alvarez PLC and Franco-Stuart.,True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,BassLine,Junior Shurdlu,2035-06-07T05:00:00
Transaction,Franco-Stuart,"Bell, Reynolds and Forbes","Engaged in transactions with all of the following: Alvarez PLC, Franco-Stuart, Evans Ltd (company), Hernandez, Levy and Hanson (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,BassLine,Junior Shurdlu,2035-06-07T05:00:00
Transaction,Evans Ltd,"Bell, Reynolds and Forbes","Engaged in transactions with all of the following: Alvarez PLC, Franco-Stuart, Evans Ltd (company), Hernandez, Levy and Hanson (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.0,BassLine,Junior Shurdlu,2035-06-07T05:00:00
Transaction,Rosario-Melendez,"Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-07T07:00:00
Transaction,Cunningham-Jones,"Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,ShadGPT,Haenyeo Hyun-Ki,2035-06-07T07:00:00
Transaction,"Murphy, Marshall and Pope",Rosario-Melendez,"Engaged in transactions with Murray, Friedman and Wall, York-Castillo, Jackson, Mendez and Nguyen, Cain, Simpson and Hernandez, Roth, Logan and Moreno, Bowers Group, Anderson, Brown and Green, Lake Victoria Catch GmbH, Harrell-Walters, McLaughlin-Chandler, Vargas-Jensen, Allen-Weiss, Jackson Inc, and Murphy, Marshall and Pope.",True,True,Rosario-Melendez__0__0__Lomark Daily.txt,00,Rosario-Melendez_Lomark Daily,0.0,BassLine,Clepper Jessen,2035-06-07T10:00:00
Transaction,"Brown, Clarke and Martinez",Arellano Group,,False,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily,1.0,BassLine,Junior Shurdlu,2035-06-07T12:00:00
Transaction,Williams-Moon,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy,1.0,ShadGPT,Greta Grass-Hill,2035-06-07T14:00:00
Transaction,Lopez-Delgado,Arellano Group,,False,True,Arellano Group__0__0__The News Buoy.txt,00,Arellano Group_The News Buoy,1.0,ShadGPT,Greta Grass-Hill,2035-06-07T14:00:00
Transaction,"Blackwell, Clark and Lam",Rosario-Melendez,,False,True,Rosario-Melendez__0__0__The News Buoy.txt,00,Rosario-Melendez_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-07T14:00:00
Transaction,"Martinez, Willis and Barr",Rosario-Melendez,,False,True,Rosario-Melendez__0__0__The News Buoy.txt,00,Rosario-Melendez_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-07T14:00:00
Transaction,"Willis, Vasquez and Goodwin",Rosario-Melendez,,False,True,Rosario-Melendez__0__0__The News Buoy.txt,00,Rosario-Melendez_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-07T14:00:00
Transaction,Dunn Inc,Rosario-Melendez,,False,True,Rosario-Melendez__0__0__The News Buoy.txt,00,Rosario-Melendez_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-07T14:00:00
Transaction,Ward-Dunn,Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-06-07T15:00:00
Transaction,"Dawson, Miles and Little",Arellano Group,,False,True,Arellano Group__0__0__Haacklee Herald.txt,00,Arellano Group_Haacklee Herald,1.0,BassLine,Kristin Baker,2035-06-07T15:00:00
Transaction,Ward-Dunn,Arellano Group,"By June 22nd, fishing activities continued in both the Cod Table and Tuna Shelf regions, with transactions involving Rhodes-Thompson, Martin LLC, Ward-Dunn, Holt PLC, and others.",True,True,Arellano Group__0__0__Lomark Daily.txt,00,Arellano Group_Lomark Daily,0.0,BassLine,Kristin Baker,2035-06-07T15:00:00
Transaction,"Walker, Gonzalez and Blanchard",Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Haacklee Herald.txt,00,Castillo-Elliott_Haacklee Herald,1.0,BassLine,Worf Peer,2035-06-07T16:00:00
Communication,Cuevas PLC,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-06-07T18:00:00
Transaction,Holt PLC,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.19999999999999996,BassLine,Clepper Jessen,2035-06-07T19:00:00
Transaction,Hernandez-Beasley,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.19999999999999996,BassLine,Clepper Jessen,2035-06-07T19:00:00
Transaction,Harrington Inc,"Bell, Reynolds and Forbes","Conducted transactions with Harrell-Walters, Rosario-Melendez, Moore-Simon, Brown, Clarke and Martinez (company), Brown-Stokes (company), Perez-Harmon (company), Alvarez PLC, Franco-Stuart, Evans Ltd (company), Greer-Holder, Holt PLC (company), Hernandez-Beasley (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.19999999999999996,BassLine,Clepper Jessen,2035-06-07T19:00:00
Transaction,Harrington Inc,"Bell, Reynolds and Forbes","Engaged in transactions with all of the following: Alvarez PLC, Franco-Stuart, Evans Ltd (company), Hernandez, Levy and Hanson (company), Valdez, Dalton and Cook, Harrington Inc.",True,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.19999999999999996,BassLine,Clepper Jessen,2035-06-07T19:00:00
Communication,"Taylor, Prince and Sherman","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Haacklee Herald.txt",00,"Bell, Reynolds and Forbes_Haacklee Herald",0.19999999999999996,BassLine,Clepper Jessen,2035-06-07T19:00:00
Transaction,"Taylor, Prince and Sherman","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Lomark Daily.txt",00,"Bell, Reynolds and Forbes_Lomark Daily",1.0,BassLine,Clepper Jessen,2035-06-07T19:00:00
Transaction,"Rasmussen, Nelson and King","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Lomark Daily.txt",00,"Bell, Reynolds and Forbes_Lomark Daily",1.0,BassLine,Kristin Baker,2035-06-07T23:00:00
Transaction,"Jackson, Mendez and Nguyen","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__Lomark Daily.txt",00,"Bell, Reynolds and Forbes_Lomark Daily",1.0,BassLine,Kristin Baker,2035-06-07T23:00:00
Transaction,"Chapman, Hall and Miller","Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__The News Buoy.txt",00,"Bell, Reynolds and Forbes_The News Buoy",1.0,ShadGPT,Harvey Janus,2035-06-07T23:00:00
Transaction,Arellano Group,"Bell, Reynolds and Forbes",,False,True,"Bell, Reynolds and Forbes__0__0__The News Buoy.txt",00,"Bell, Reynolds and Forbes_The News Buoy",1.0,ShadGPT,Harvey Janus,2035-06-07T23:00:00
Transaction,Maddox Group,Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,ShadGPT,Niklaus Oberon,2035-06-08T02:00:00
Fishing,Ghoti Preserve,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-06-08T03:00:00
Criticize,Marine Sentinels Initiative,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-06-08T03:00:00
Communication,"Cooper, Holland and Nelson",Cervantes-Kramer,,False,True,Cervantes-Kramer__2__0__Haacklee Herald.txt,20,Cervantes-Kramer_Haacklee Herald,1.0,BassLine,Clepper Jessen,2035-06-08T05:00:00
Fishing,Tuna Shelf,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Tuna Shelf,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Wrasse Beds,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Don Limpet Preserve,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Criticize,Coral Reef Protection Coalition,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Convicted,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Convicted,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of South Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of South Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Tuna Shelf,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Wrasse Beds,Dutch Bill America Line AB,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Convicted,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of South Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of South Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Tuna Shelf,Dutch Bill America Line AB,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Cod Table,Dutch Bill America Line AB,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
Fishing,Wrasse Beds,Dutch Bill America Line AB,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
CertificateIssued,Dutch Bill America Line AB,City Of Lomark,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,ShadGPT,Harvey Janus,2035-06-08T06:00:00
